Gene stable ID	Gene description	Chromosome/scaffold name	Gene start (bp)	Gene end (bp)	Strand	Gene name	Gene type	UniProtKB-Gene Ontology Annotation ID	UniProtKB/Swiss-Prot ID
PF3D7_1330000.2	thioredoxin, putative	13	1272213	1273859	1		protein_coding		
PF3D7_1362400	calpain	13	2495924	2502070	1		protein_coding	C0H5K1	
PF3D7_1364500	exosome complex component RRP45, putative	13	2596389	2597822	1		protein_coding	Q8ID62	
PF3D7_1312800	conserved Plasmodium protein, unknown function	13	536702	544523	-1		protein_coding		
PF3D7_1301600	erythrocyte binding antigen-140	13	89319	93352	-1		protein_coding	Q76NM5	
PF3D7_1316800	protein transport protein SEC20, putative	13	698218	699922	-1		protein_coding	Q8IEE7	
PF3D7_1334800	MSP7-like protein	13	1413102	1413947	-1		protein_coding	Q8IDY0	
PF3D7_1357600	conserved Plasmodium protein, unknown function	13	2284813	2285703	1		protein_coding		
PF3D7_1355200	RAP protein, putative	13	2191058	2194111	-1		protein_coding		
PF3D7_1317000	U4/U6.U5 tri-snRNP-associated protein 2,putative	13	708346	710268	1		protein_coding	Q8I6Z8	
PF3D7_1362200	RuvB-like helicase 3	13	2490386	2491837	-1		protein_coding	Q8ID85	
PF3D7_1311500	26S protease regulatory subunit 7, putative	13	489927	491609	-1		protein_coding	Q8IEK3	
PF3D7_1348300	elongation factor Tu, putative	13	1929091	1933721	-1		protein_coding	Q8IDL6	
PF3D7_1308300	40S ribosomal protein S27	13	372260	372646	1		protein_coding	Q8IEN2	
PF3D7_1354900	conserved Plasmodium protein, unknown function	13	2184037	2185950	1		protein_coding		
PF3D7_1326200	conserved Plasmodium protein, unknown function	13	1090329	1091327	-1		protein_coding		
PF3D7_1343000	phosphoethanolamine N-methyltransferase	13	1696894	1698113	1		protein_coding	Q8IDQ9	
PF3D7_1330200	conserved Plasmodium protein, unknown function	13	1275104	1275899	1		protein_coding	Q8IE24	
PF3D7_1324100	conserved Plasmodium membrane protein, unknown function	13	997721	999262	1		protein_coding	Q8IE76	
PF3D7_1329300	chromatin assembly factor 1 subunit, putative	13	1239486	1241234	-1		protein_coding	Q8IE52	
PF3D7_1350600	conserved Plasmodium protein, unknown function	13	2021350	2022307	1		protein_coding	Q8IDJ3	
PF3D7_1308400	conserved Plasmodium protein, unknown function	13	373487	392072	-1		protein_coding	C0H5A6	
PF3D7_1345700	isocitrate dehydrogenase [NADP], mitochondrial	13	1828283	1829689	-1		protein_coding	Q8I6T2	
PF3D7_1316500	pre-mRNA-processing factor 40, putative	13	685951	688671	1		protein_coding	Q8IEF0	
PF3D7_1345900	kinetochore protein SPC25, putative	13	1835511	1836799	-1		protein_coding		
PF3D7_1339800	mitotic-spindle organizing protein 1, putative	13	1597400	1597618	-1		protein_coding	Q8IDT7	
PF3D7_1358400	conserved Plasmodium protein, unknown function	13	2317002	2317844	1		protein_coding	Q8IDC1	
PF3D7_1336400	RanBPM and CLTH-like protein, putative	13	1477961	1480024	-1		protein_coding		
PF3D7_1307400	conserved Plasmodium protein, unknown function	13	335852	337263	-1		protein_coding	Q8IEP1	
PF3D7_1310400	conserved Plasmodium protein, unknown function	13	458961	462368	1		protein_coding		
PF3D7_1347500	DNA/RNA-binding protein Alba 4	13	1897983	1899362	-1		protein_coding	Q8IDM3	
PF3D7_1313200	methionyl-tRNA formyltransferase, putative	13	566236	568233	1		protein_coding	Q8IEI1	
PF3D7_1331500	conserved Plasmodium protein, unknown function	13	1313924	1315786	1		protein_coding		
PF3D7_1307300	ATP-dependent RNA helicase DBP6, putative	13	333597	335489	1		protein_coding	Q8IEP2	
PF3D7_1315700	tRNA (adenine(58)-N(1))-methyltransferase catalytic subunit TRM61, putative	13	658595	659545	1		protein_coding	Q8IEF7	
PF3D7_1325700	conserved Plasmodium protein, unknown function	13	1068050	1068635	-1		protein_coding	C0H5D5	
PF3D7_1341200	60S ribosomal protein L18, putative	13	1633860	1634530	-1		protein_coding	Q8IDS6	
PF3D7_1300500	rifin	13	50662	51857	1		protein_coding	Q8IEU7	
PF3D7_1368600	mitochondrial import inner membrane translocase subunit TIM9, putative	13	2725669	2725947	-1		protein_coding	Q8ID24	
PF3D7_1322300	conserved Plasmodium protein, unknown function	13	944275	949285	-1		protein_coding		
PF3D7_1329100	myosin C	13	1227372	1234418	-1		protein_coding	Q8IE50	
PF3D7_1316200	ADP-ribosylation factor, putative	13	680039	680855	1		protein_coding	Q8IEF2	
PF3D7_1356600	regulator of chromosome condensation, putative	13	2240970	2242412	-1		protein_coding		
PF3D7_1361600	iron-sulfur assembly protein, putative	13	2469127	2469540	-1		protein_coding	Q8ID90	
PF3D7_1314900	general transcription factor IIH subunit 2	13	632336	634510	1		protein_coding	Q8IEG6	
PF3D7_1328400	conserved Plasmodium protein, unknown function	13	1200840	1202342	-1		protein_coding	C0H5E6	
PF3D7_1353700	reactive oxygen species modulator 1, putative	13	2150068	2150574	1		protein_coding	Q8IDG4	
PF3D7_1334700	MSP7-like protein	13	1411100	1411708	-1		protein_coding	Q8IDY1	
PF3D7_1342300	tetratricopeptide repeat family protein,putative	13	1664854	1665645	1		protein_coding		
PF3D7_1312600	2-oxoisovalerate dehydrogenase subunit alpha,mitochondrial, putative	13	529976	531265	1		protein_coding	Q8IEJ6	
PF3D7_1371900	Plasmodium exported protein, unknown function	13	2829856	2830669	1		protein_coding		
PF3D7_1312450	apical ring associated protein 1, putative	13	525028	525219	-1		protein_coding		
PF3D7_1330400.2	ER lumen protein retaining receptor 1, putative	13	1280063	1281285	-1		protein_coding	A0A143ZVV1	
PF3D7_1319100	conserved protein, unknown function	13	789437	791848	1		protein_coding	Q8IEC5	
PF3D7_1350900	transcription factor with AP2 domain(s)	13	2027073	2028638	-1		protein_coding		
PF3D7_1359800	ADP-ribosylation factor, putative	13	2393370	2394355	1		protein_coding	Q8IDA7	
PF3D7_1303200.2	SNARE protein, putative	13	160488	161660	-1		protein_coding	A0A143ZWB4	
PF3D7_1323800	vacuolar protein sorting-associated protein 52,putative	13	984596	988657	-1		protein_coding	Q8IE79	
PF3D7_1335600	conserved Plasmodium protein, unknown function	13	1454507	1455875	1		protein_coding		
PF3D7_1342200	conserved Plasmodium membrane protein, unknown function	13	1660812	1663730	-1		protein_coding	Q8IDR7	
PF3D7_1368900	conserved Plasmodium protein, unknown function	13	2739350	2740998	1		protein_coding	Q8ID21	
PF3D7_1363800	nuclear fusion protein, putative	13	2556025	2559547	1		protein_coding	Q8ID68	
PF3D7_1364800	DNA-directed RNA polymerases I, II, and III subunit RPABC1, putative	13	2603463	2604972	-1		protein_coding	Q8ID59	
PF3D7_1309300	U4/U6 small nuclear ribonucleoprotein PRP3,putative	13	427457	429643	-1		protein_coding	Q8IEM1	
PF3D7_1351300	conserved Plasmodium membrane protein, unknown function	13	2048381	2049656	-1		protein_coding	Q8IDI6	
PF3D7_1306700	conserved Plasmodium protein, unknown function	13	318332	319735	-1		protein_coding		
PF3D7_1363700	conserved Plasmodium protein, unknown function	13	2552554	2554926	1		protein_coding	Q8ID69	
PF3D7_1370300	membrane associated histidine-rich protein	13	2787972	2788913	1		protein_coding	C0H5L9	
PF3D7_1347400	conserved Plasmodium protein, unknown function	13	1895983	1896402	1		protein_coding	Q8IDM4	
PF3D7_1360500	guanylyl cyclase beta	13	2413324	2425261	1		protein_coding	Q8IDA0	
PF3D7_1367200	conserved Plasmodium protein, unknown function	13	2683581	2684967	1		protein_coding		
PF3D7_1308200	carbamoyl phosphate synthetase	13	361166	368495	-1		protein_coding	Q8IEN3	
PF3D7_1302900	conserved Plasmodium protein, unknown function	13	154992	157394	1		protein_coding		
PF3D7_1303200.1	SNARE protein, putative	13	160488	161660	-1		protein_coding	Q8IET3	
PF3D7_1334200	chaperone binding protein, putative	13	1398271	1399845	1		protein_coding	Q8IDY6	
PF3D7_1359500	conserved Plasmodium protein, unknown function	13	2364426	2365235	1		protein_coding		
PF3D7_1304500	small heat shock protein, putative	13	235800	236435	-1		protein_coding	Q8IES0	
PF3D7_1358700	HVA22-like protein, putative	13	2326394	2326855	-1		protein_coding	Q8IDB8	
PF3D7_1365800	conserved Plasmodium protein, unknown function	13	2629861	2631442	1		protein_coding		
PF3D7_1300600	rifin	13	54067	55259	-1		protein_coding	Q8IEU6	
PF3D7_1308800	tyrosine recombinase	13	403788	406703	-1		protein_coding	C0H5A8	
PF3D7_1318900	conserved Plasmodium protein, unknown function	13	779934	781679	1		protein_coding		
PF3D7_1355300	histone-lysine N-methyltransferase, putative	13	2195449	2196978	1		protein_coding	Q8IDE8	
PF3D7_1318100	ferredoxin, putative	13	748387	748971	-1		protein_coding	Q8IED5	Q8IED5
PF3D7_1349000	conserved Plasmodium protein, unknown function	13	1966890	1969427	-1		protein_coding		
PF3D7_1356200	mitochondrial import inner membrane translocase subunit TIM23, putative	13	2228520	2229291	-1		protein_coding	Q8IDE0	
PF3D7_1347000	WD repeat-containing protein 92, putative	13	1882964	1884946	-1		protein_coding	Q8IDM8	
PF3D7_1341700	conserved Plasmodium protein, unknown function	13	1645066	1645666	1		protein_coding	C0H5G4	
PF3D7_1327700	regulator of nonsense transcripts 3B, putative	13	1160461	1161276	-1		protein_coding	Q8IE39	
PF3D7_1329800	conserved Plasmodium protein, unknown function	13	1265137	1268763	1		protein_coding		
PF3D7_1318000	conserved Plasmodium membrane protein, unknown function	13	745947	746525	-1		protein_coding	Q8IED6	
PF3D7_1365500	aminomethyltransferase, mitochondrial, putative	13	2619028	2620567	1		protein_coding	Q8I6T0	
PF3D7_1356400	phosphatase 2A regulatory subunit-related protein, putative	13	2235089	2238109	1		protein_coding	Q8IDD8	
PF3D7_1339600	conserved Plasmodium protein, unknown function	13	1588404	1590290	1		protein_coding	Q8IDT9	
PF3D7_1302600	deoxyhypusine hydroxylase	13	142860	144095	-1		protein_coding	Q8I701	
PF3D7_1357300	dynein light chain, putative	13	2274713	2275078	1		protein_coding	Q8IDD2	
PF3D7_1363000	conserved Plasmodium protein, unknown function	13	2532201	2535722	1		protein_coding		
PF3D7_1327800	ribose-phosphate pyrophosphokinase, putative	13	1162620	1164302	1		protein_coding	Q8IE40	
PF3D7_1329500	conserved Plasmodium protein, unknown function	13	1252059	1257973	1		protein_coding		
PF3D7_1317400	conserved Plasmodium protein, unknown function	13	733245	733862	1		protein_coding	Q8IEE2	
PF3D7_1317800	40S ribosomal protein S19	13	740527	741454	1		protein_coding	C0H5C2	
PF3D7_1312300	mitochondrial ribosomal protein S35 precursor,putative	13	519599	520441	-1		protein_coding	Q8IEJ8	
PF3D7_1338100	26S proteasome regulatory subunit RPN3,putative	13	1542080	1543981	1		protein_coding	Q8IDV2	
PF3D7_1369600	conserved Plasmodium protein, unknown function	13	2774191	2776884	-1		protein_coding	Q8ID14	
PF3D7_1315000	conserved Plasmodium protein, unknown function	13	636812	637612	1		protein_coding	Q8IEG5	
PF3D7_1362700	conserved Plasmodium protein, unknown function	13	2510355	2516474	1		protein_coding		
PF3D7_1362800	conserved Plasmodium protein, unknown function	13	2518487	2525493	1		protein_coding		
PF3D7_1303900	conserved Plasmodium protein, unknown function	13	215291	216331	1		protein_coding		
PF3D7_1358900	GTP-binding protein, putative	13	2332196	2334915	-1		protein_coding	C0H5I9	
PF3D7_1300300	erythrocyte membrane protein 1, PfEMP1	13	33959	44742	-1		protein_coding	Q8IEU9	
PF3D7_1365900	ubiquitin-60S ribosomal protein L40	13	2632534	2633260	-1		protein_coding	Q8ID50	
PF3D7_1315100	serine/threonine protein kinase	13	638286	639389	1		protein_coding	Q8IEG4	
PF3D7_1323900	protein BCP1, putative	13	989468	990598	1		protein_coding	Q8IE78	
PF3D7_1346900	conserved Plasmodium protein, unknown function	13	1881902	1882657	1		protein_coding		
PF3D7_1373000	rifin	13	2868923	2870165	1		protein_coding	C0H5N5	
PF3D7_1353500	RNA polymerase II transcription factor B subunit 4, putative	13	2144125	2145105	1		protein_coding	Q8IDG5	
PF3D7_1334400	MSP7-like protein	13	1403522	1404451	-1		protein_coding	Q8IDY4	
PF3D7_1357400	conserved Plasmodium protein, unknown function	13	2276521	2280060	1		protein_coding		
PF3D7_1309900	conserved Plasmodium protein, unknown function	13	447424	448101	1		protein_coding		
PF3D7_1338900	serine/threonine protein kinase, putative	13	1568374	1571169	-1		protein_coding	Q8IDU4	
PF3D7_1345600	inner membrane complex protein	13	1826411	1827649	1		protein_coding	Q8IDP0	
PF3D7_1351800.2	conserved Plasmodium protein, unknown function	13	2065373	2066409	1		protein_coding		
PF3D7_1311400	AP-1 complex subunit mu-1	13	487511	488824	1		protein_coding	Q8IEK4	
PF3D7_1321100	conserved Plasmodium protein, unknown function	13	861442	872332	-1		protein_coding	C0H5C8	
PF3D7_1335800	conserved Plasmodium protein, unknown function	13	1462180	1463991	1		protein_coding		
PF3D7_1335400	reticulocyte binding protein 2 homologue a	13	1440779	1450385	1		protein_coding	Q8IDX6	Q8IDX6
PF3D7_1354700	conserved Plasmodium protein, unknown function	13	2178639	2179862	-1		protein_coding		
PF3D7_1330000.1	thioredoxin, putative	13	1272213	1273859	1		protein_coding		
PF3D7_1369300	conserved Plasmodium protein, unknown function	13	2756529	2757997	-1		protein_coding		
PF3D7_1327600	nicotinate-nucleotide adenylyltransferase	13	1159366	1159980	1		protein_coding	Q8IE38	
PF3D7_1351600	glycerol kinase	13	2055216	2056721	1		protein_coding	Q8IDI4	
PF3D7_1337500	conserved Plasmodium protein, unknown function	13	1509589	1519593	-1		protein_coding		
PF3D7_1311100	meiosis-specific nuclear structural protein 1,putative	13	479353	480840	1		protein_coding		
PF3D7_1320600	ras-related protein Rab-11A	13	847090	848383	1		protein_coding	Q76NM4	
PF3D7_1329200	conserved Plasmodium protein, unknown function	13	1237200	1238429	-1		protein_coding	Q8IE51	Q8IE51
PF3D7_1360100	RNA-binding protein, putative	13	2405249	2406217	-1		protein_coding	Q8IDA4	
PF3D7_1361900	proliferating cell nuclear antigen 1	13	2482472	2483296	-1		protein_coding	P61074	P61074
PF3D7_1309700	vacuolar protein sorting-associated protein 18,putative	13	440265	445283	1		protein_coding	Q8IEL8	
PF3D7_1334500	MSP7-like protein	13	1405731	1407512	-1		protein_coding	Q8IDY3	
PF3D7_1315400	zinc finger (CCCH type) protein, putative	13	647986	650511	-1		protein_coding	C0H5B6	
PF3D7_1364900	ferrochelatase	13	2606397	2608050	-1		protein_coding	Q8ID58	
PF3D7_1302700	ATP-dependent RNA helicase DHR1, putative	13	145174	150198	1		protein_coding	Q8IET8	
PF3D7_1333100	conserved Plasmodium protein, unknown function	13	1357704	1360319	-1		protein_coding		
PF3D7_1332500	SAM-dependent RNA methyltransferase, putative	13	1340786	1341442	1		protein_coding	Q8IE03	
PF3D7_1327200	ribonuclease P protein subunit RPR2, putative	13	1143157	1143915	1		protein_coding	Q8IE34	
PF3D7_1309200	protein phosphatase PPM6, putative	13	424232	427036	1		protein_coding	Q8IEM2	
PF3D7_1365300	conserved Plasmodium protein, unknown function	13	2612422	2614644	-1		protein_coding		
PF3D7_1312900	eukaryotic translation initation factor 4 gamma	13	548586	552841	1		protein_coding	C0H5B1	P04931
PF3D7_1335700	conserved Plasmodium protein, unknown function	13	1456110	1461326	-1		protein_coding		
PF3D7_1347200	nucleoside transporter 1	13	1889853	1891121	-1		protein_coding	Q8IDM6	
PF3D7_1340400	conserved Plasmodium protein, unknown function	13	1610715	1611989	-1		protein_coding		
PF3D7_1346300	DNA/RNA-binding protein Alba 2	13	1849528	1850517	1		protein_coding	Q8IDN4	
PF3D7_1313300	peptidyl-prolyl cis-trans isomerase, putative	13	568664	569535	1		protein_coding	C0H5B2	
PF3D7_1354500	adenylosuccinate synthetase	13	2174346	2175797	1		protein_coding	Q8IDF6	Q8IDF6
PF3D7_1354500	adenylosuccinate synthetase	13	2174346	2175797	1		protein_coding	Q8IDF6	Q9U8D3
PF3D7_1302400	conserved Plasmodium membrane protein, unknown function	13	129717	131086	-1		protein_coding	C0H596	
PF3D7_1334300	MSP7-like protein	13	1400897	1402276	-1		protein_coding	Q8IDY5	
PF3D7_1315600	CDP-diacylglycerol--inositol 3-phosphatidyltransferase	13	655207	657259	-1		protein_coding	C0H5B7	
PF3D7_1325800	conserved Plasmodium protein, unknown function	13	1071146	1075747	1		protein_coding		
PF3D7_1365100	mitochondrial ribosomal protein S17 precursor,putative	13	2609933	2610581	-1		protein_coding	Q8ID56	
PF3D7_1307100	U3 small nucleolar RNA-associated protein 6,putative	13	327893	330928	1		protein_coding	Q8IEP4	
PF3D7_1314600	lipoate-protein ligase 1	13	624785	626011	1		protein_coding	Q8IEG9	
PF3D7_1317100	DNA replication licensing factor MCM4	13	711944	714961	1		protein_coding	Q8IEE5	
PF3D7_1368300	conserved Plasmodium protein, unknown function	13	2717853	2719377	1		protein_coding	C0H5L3	
PF3D7_1348000	conserved Plasmodium protein, unknown function	13	1919834	1923999	-1		protein_coding	Q8IDL9	
PF3D7_1352000	conserved Plasmodium protein, unknown function	13	2069317	2075337	1		protein_coding	Q8IDI0	
PF3D7_1371500	probable protein, unknown function	13	2808563	2809222	-1		protein_coding	C0H5M5	
PF3D7_1327300	conserved Plasmodium protein, unknown function	13	1145719	1151106	1		protein_coding		
PF3D7_1348600	conserved Plasmodium protein, unknown function	13	1953304	1954852	1		protein_coding		
PF3D7_1364300	pre-mRNA-splicing factor ATP-dependent RNA helicase PRP16	13	2579159	2582614	-1		protein_coding	C0H5K5	
PF3D7_1300700	rifin	13	57109	58422	-1		protein_coding	Q8IEU5	
PF3D7_1321900	conserved Plasmodium protein, unknown function	13	911667	912545	-1		protein_coding	Q8IE97	
PF3D7_1302100	gamete antigen 27/25	13	121636	122289	-1		protein_coding	Q8IEU2	
PF3D7_1340800	mitochondrial pyruvate carrier protein 1,putative	13	1624054	1624490	1		protein_coding	Q8IDS8	
PF3D7_1361500.1	conserved Plasmodium protein, unknown function	13	2465491	2467982	-1		protein_coding	C0H5J8	
PF3D7_1345400	conserved Plasmodium protein, unknown function	13	1816344	1821300	-1		protein_coding		
PF3D7_1348800	E1-E2 ATPase, putative	13	1959657	1965677	1		protein_coding	Q8IDL1	
PF3D7_1331800	60S ribosomal protein L23, putative	13	1324012	1324802	1		protein_coding	Q8IE09	
PF3D7_1331300	signal peptidase 21 kDa subunit	13	1309177	1310006	1		protein_coding	Q8IE14	
PF3D7_1344600	lipoyl synthase	13	1789425	1790672	1		protein_coding	Q8IDQ0	Q8IDQ0
PF3D7_1364400	conserved Plasmodium protein, unknown function	13	2585032	2594829	1		protein_coding	Q8ID63	
PF3D7_1310900	mitochondrial ribosomal protein S15 precursor,putative	13	476223	477134	1		protein_coding	Q8I6T8	
PF3D7_1362900	conserved Plasmodium protein, unknown function	13	2526360	2531483	1		protein_coding		
PF3D7_1321700	splicing factor 1	13	902383	905166	1		protein_coding	Q8IE99	
PF3D7_1365600	DNA topoisomerase VI, b subunit, putative	13	2621261	2624000	1		protein_coding	Q8ID53	
